,unique_id,PC 1,PC 2,Location,Type
0,1000,-3.339544020384921,2.086262863348495,Ireland,Residential
1,1001,0.7591829093361263,-1.7361810710880157,Ireland,Residential
2,1002,-0.4698341257949851,-1.5124051642717453,Ireland,Residential
3,1003,-2.0483518274093835,0.807024411679782,Ireland,Residential
4,1004,-1.4353012146175108,0.3567676933546213,Ireland,Residential
5,1005,-2.201139108549721,0.8879147488500706,Ireland,Residential
6,1006,-0.9459295730082483,-0.5499594818526509,Ireland,Residential
7,1007,-2.5197435442586826,1.1589466513926168,Ireland,Residential
8,1008,-3.224754759974724,1.671679539128249,Ireland,Residential
9,1009,-0.8250551528146971,0.08219924468033608,Ireland,Residential
10,1010,-2.440012579909937,1.1988270848192357,Ireland,Residential
11,1011,-0.48684850310540706,-1.257539451193589,Ireland,Residential
12,1012,4.11661756045661,-3.9185088677295763,Ireland,Residential
13,1013,-3.6648275452430825,2.2674622858236724,Ireland,Residential
14,1014,-1.105482951684493,-0.3368029707773649,Ireland,Residential
15,1015,-1.837959151306865,0.8012577628295169,Ireland,Residential
16,1016,-2.257067214843012,-0.7209609338116648,Ireland,Residential
17,1017,-3.176372812565243,1.7966364405632729,Ireland,Residential
18,1018,-0.6944699207174128,-0.6577477484502573,Ireland,Residential
19,1019,-2.6877905627516334,1.5637940890775042,Ireland,Residential
20,1020,-3.4069891447857086,1.8138342349866203,Ireland,Residential
21,1021,1.4608297490897661,-3.362515066721569,Ireland,Residential
22,1022,-4.095516966476313,2.9565172749971134,Ireland,Residential
23,1023,4.9175013387904745,-6.045078196111472,Ireland,Residential
24,1024,-1.9156654201926435,0.6964388770613598,Ireland,Residential
25,1025,-4.436565613713012,3.2562383391099083,Ireland,Residential
26,1026,6.973561191229619,-8.095265240196165,Ireland,Residential
27,1027,-3.423942746750973,1.9521030992396897,Ireland,Residential
28,1028,4.745816320329602,-5.591239117494625,Ireland,Residential
29,1029,-5.933960360427646,4.7064183965636035,Ireland,Residential
30,1030,-3.7201976011792355,2.0381424914757607,Ireland,Residential
31,1031,-2.213926738611349,0.7879691274107714,Ireland,Residential
32,1032,-3.6882838493018237,2.3093566876073335,Ireland,Residential
33,1033,-1.8217536592528787,0.3887520470147757,Ireland,Residential
34,1034,-0.16795244367288795,-1.4342877968868522,Ireland,Residential
35,1035,3.282668712119723,-4.46874371634218,Ireland,Residential
36,1036,2.4684754510060887,-3.3197549450416166,Ireland,Residential
37,1037,-5.162217050964374,3.544208226843696,Ireland,Residential
38,1038,7.797986590314005,-7.477107568545268,Ireland,Residential
39,1039,-2.171627337194943,0.6418902120980696,Ireland,Residential
40,1041,-5.633002121850698,3.570259444063223,Ireland,Residential
41,1042,-2.3566145589020313,0.5717686344807507,Ireland,Residential
42,1043,-1.0102890165230767,-0.575095177400515,Ireland,Residential
43,1044,-1.366949169023778,0.060409652303728904,Ireland,Residential
44,1045,-2.0850538516559536,0.5398331021361072,Ireland,Residential
45,1046,-3.9290766575950364,2.498470988632778,Ireland,Residential
46,1047,-3.4971073534098003,2.2778822325785697,Ireland,Residential
47,1048,-2.5405616051948092,1.2260022068097591,Ireland,Residential
48,1049,-0.22965343519447853,-0.9250960684963905,Ireland,Residential
49,1050,4.507493316162528,-5.4498618871446265,Ireland,Residential
50,1051,-2.6611747151459753,1.2370502647549404,Ireland,Residential
51,1052,-3.104388855557115,1.5048530087646192,Ireland,Residential
52,1053,-0.9660664793737429,-0.5850537953118833,Ireland,Residential
53,1054,-4.694916389341763,3.3463812200208594,Ireland,Residential
54,1055,-1.541142856578365,-0.4221752708308709,Ireland,Residential
55,1056,4.333236873080209,-5.350472365586569,Ireland,Residential
56,1057,-1.8579154731611562,0.6319825425213265,Ireland,Residential
57,1058,-1.616411058775418,0.2123016799138294,Ireland,Residential
58,1059,-0.8669308626477286,-0.454370254885587,Ireland,Residential
59,1060,-0.8539560550042306,-0.875997885405554,Ireland,Residential
60,1061,-3.485874734283696,2.177254407559844,Ireland,Residential
61,1062,-1.5857940164850344,0.25817382561401425,Ireland,Residential
62,1063,-3.610104063650658,2.6335847286007503,Ireland,Residential
63,1064,-2.170116526806169,0.8438045395110686,Ireland,Residential
64,1065,-1.5190565159745573,-0.2818281987132212,Ireland,Residential
65,1066,-3.1689169399149595,1.5563338943520177,Ireland,Residential
66,1067,-2.2426792460680813,1.1698440766245637,Ireland,Residential
67,1068,-3.1769442265737697,1.9885225454316815,Ireland,Residential
68,1069,4.93383795186889,-6.183256498321175,Ireland,Residential
69,1070,1.0551600353799755,-2.4395361232131285,Ireland,Residential
70,1071,-2.341889300913824,0.8549919146559022,Ireland,Residential
71,1072,-1.9925202381426852,0.5691039221821087,Ireland,Residential
72,1073,-2.045405651994229,0.6272100286860276,Ireland,Residential
73,1074,1.8346927881531943,-3.5675424414969568,Ireland,Residential
74,1075,-3.0705752802861395,1.518893282749588,Ireland,Residential
75,1076,-0.8611540104161612,-0.7473719648475146,Ireland,Residential
76,1077,-4.484977788335149,3.1190829690207926,Ireland,Residential
77,1078,-4.009462641795123,2.402896778138645,Ireland,Residential
78,1079,-1.1165004229549969,-0.04916034354099617,Ireland,Residential
79,1080,-2.1541386801624,0.5905626127281522,Ireland,Residential
80,1081,-4.5549574967987025,3.348249047797829,Ireland,Residential
81,1082,-0.6001020755422507,-0.6849052180638482,Ireland,Residential
82,1083,-2.658294239696362,1.0738266334577369,Ireland,Residential
83,1084,-2.1658042350034883,0.5099950876827734,Ireland,Residential
84,1085,-3.697082655862343,2.3326261131431743,Ireland,Residential
