,comp-1,comp-2,unique_id,Type,Location
493,30.609457,31.309975,1501,Residential,Ireland
494,-35.41949,-12.694923,1502,Residential,Ireland
495,50.574512,-24.194868,1503,Residential,Ireland
496,-32.487488,25.335249,1504,Residential,Ireland
497,-42.662827,11.930927,1505,Residential,Ireland
498,-60.319443,4.0249543,1506,Residential,Ireland
499,18.270195,-18.377455,1507,Residential,Ireland
500,-24.331215,-15.197924,1508,Residential,Ireland
501,-1.523622,12.722841,1509,Residential,Ireland
502,-40.41522,-35.304394,1510,Residential,Ireland
503,46.842823,-7.150936,1511,Residential,Ireland
504,-29.428457,1.6249881,1512,Residential,Ireland
505,-44.298313,-27.183874,1513,Residential,Ireland
506,8.181721,-47.39859,1514,Residential,Ireland
507,-42.985893,-8.397316,1515,Residential,Ireland
508,-0.97678465,-45.93003,1516,Residential,Ireland
509,-50.382023,12.278406,1517,Residential,Ireland
510,37.675037,-5.425853,1518,Residential,Ireland
511,4.0804925,-33.478596,1519,Residential,Ireland
512,50.197617,-2.3712635,1520,Residential,Ireland
513,34.423676,-45.456802,1521,Residential,Ireland
514,42.48985,0.90909916,1522,Residential,Ireland
515,19.324802,26.396126,1523,Residential,Ireland
516,16.719698,2.9905019,1524,Residential,Ireland
517,46.363403,2.7812443,1525,Residential,Ireland
518,-20.155588,-20.491468,1526,Residential,Ireland
519,-1.6695403,10.810813,1527,Residential,Ireland
520,-21.90088,53.715164,1528,Residential,Ireland
521,1.867771,-47.445095,1529,Residential,Ireland
522,-61.407745,-14.783607,1530,Residential,Ireland
523,-19.663857,-26.62209,1531,Residential,Ireland
524,-20.38727,-29.016108,1532,Residential,Ireland
525,50.874775,-5.705309,1533,Residential,Ireland
526,-46.304615,-25.872665,1534,Residential,Ireland
527,-9.999885,-42.217636,1535,Residential,Ireland
528,10.864288,-25.19727,1536,Residential,Ireland
529,-13.290519,-29.124294,1537,Residential,Ireland
530,51.130016,-2.1582835,1538,Residential,Ireland
531,37.63071,-32.669884,1539,Residential,Ireland
532,-14.297139,-26.188972,1540,Residential,Ireland
533,-53.688995,-13.349613,1541,Residential,Ireland
534,-20.699247,-25.720175,1542,Residential,Ireland
535,-3.6525862,-30.443602,1543,Residential,Ireland
536,59.634903,-23.873625,1544,Residential,Ireland
537,26.026022,-22.814413,1545,Residential,Ireland
538,31.898176,-24.70728,1546,Residential,Ireland
539,-49.063755,-1.0131432,1547,Residential,Ireland
540,0.7470228,-22.503376,1548,Residential,Ireland
541,2.829545,-45.904724,1549,Residential,Ireland
